Variable,Importance_Selectkbest,Importance_ElasticNet,Importance_XGBoost,Importance_RandomForest,Suma_Importances,Total_imp
Componente_Principal_3,3.6728391141544445e-05,,0.0022571809,0.0004883050511178768,0.002782214308113446,0.0009274047667755112
Componente_Principal_6,0.00021236115126322747,,0.0026014529,0.0004795543612604433,0.0032933683828181223,0.0010977894578668608
Componente_Principal_29,0.009121209090853854,,0.0018467387,0.0019041776336069047,0.012872125466193892,0.004290708476722384
Componente_Principal_18,0.0007380837940704732,,0.0006943607,0.0013607297380182906,0.0027931742325247,0.0009310580749023709
Componente_Principal_32,0.0009151175567357874,,0.005876557,0.0014367898262876446,0.008228464353202514,0.0027428214433908456
Componente_Principal_33,0.007763451500305756,,0.0020724512,0.0006553035386547945,0.010491206209494446,0.0034970687267104885
Componente_Principal_222,0.009503278333114136,,0.00040869464,0.00044700178388208195,0.010358974759824995,0.0034529915769440354
Componente_Principal_105,0.013276978352681714,,0.0027610085,0.0008880925738876306,0.01692607937733078,0.005642026443319253
Componente_Principal_173,0.010981933147116082,,0.0009527034,0.0005232347737388461,0.012457871333477142,0.004152623766203275
Componente_Principal_175,0.00904852111441149,,0.00092564936,0.0006233593006241083,0.010597529779980144,0.0035325099167731943
Componente_Principal_140,0.0038947656266229962,,0.0008295427,0.0009278708636105022,0.00565217918624382,0.0018840597234747992
Componente_Principal_34,0.002600032181315634,,0.0008498412,0.0007020928514577047,0.0041519662535433694,0.00138398874730759
Componente_Principal_35,0.0025917422366777765,,0.0017493176,0.000810420966539763,0.0051514808306177,0.0017171602720665467
Componente_Principal_36,0.0008801273227212197,,0.0012808902,0.0009519704081037458,0.003112987926455456,0.0010376626392475895
Componente_Principal_51,0.0003213633485529125,,0.0022729614,0.0008132362501681559,0.0034075610271100216,0.0011358536725242924
Componente_Principal_202,0.00010103095755008434,,0.0013252625,0.0007322742048010095,0.00215856763997253,0.0007195225446436971
Componente_Principal_37,0.001409967395036228,,0.0021787675,0.0012090623497543968,0.004797797207982969,0.0015992657315182686
Componente_Principal_44,7.930484577326315e-05,,0.001131859,0.001082906694049695,0.002294070565740905,0.0007646901864400727
Componente_Principal_45,0.0022229887167661863,,0.0032936833,0.001147836974674947,0.006664508978197411,0.002221502986514887
Componente_Principal_50,0.0017932175651960065,,0.0016408578,0.0016952867845081666,0.005129362129125086,0.0017097873715896444
Componente_Principal_52,0.006977748427594218,,0.0022737298,0.0011421184516205185,0.010393596648727747,0.003464532206545986
Componente_Principal_53,0.004930246188449693,,0.0021807032,0.0008191793239862433,0.007930128729599618,0.002643376235801543
Componente_Principal_56,0.006541401209173397,,0.0017503952,0.0008037145101040587,0.009095510886896445,0.003031836953813254
Componente_Principal_57,0.001648864859415049,,0.005601,0.0009878758963785673,0.008237740796563194,0.0027459135911690846
Componente_Principal_58,0.0007617353220574364,,0.010249143,0.001993678217856712,0.01300455607494499,0.0043348520128492
Componente_Principal_117,0.001177403231204571,,0.0011221003,0.0012793202088075023,0.0035788237187472337,0.0011929412362435853
Componente_Principal_62,0.005469298321047068,,0.0001531978,0.0001241893816736296,0.005746685507768664,0.0019155618305615786
Componente_Principal_65,0.006737986882253342,,0.0010873072,0.00012124745213335983,0.007946541565887446,0.0026488471812155063
Componente_Principal_63,0.0077354846182129105,,0.0029431134,0.0015545509003716323,0.012233148964820199,0.0040777163101939455
Componente_Principal_146,0.006893177874249102,,0.0026602095,0.001425982173688076,0.010979369593802833,0.003659789854357857
Componente_Principal_98,0.0007936066786659056,,0.0030632108,0.0006761292361523577,0.004532946666679597,0.0015109822179975676
Componente_Principal_80,0.004693362108847165,,0.002477984,0.0008985845731362098,0.008069930626101398,0.002689976867838376
Componente_Principal_87,0.00032842612326663924,,0.008495746,0.002280024619877349,0.011104196923559143,0.003701398964160171
Componente_Principal_90,0.0005875051349540452,,0.0037406252,0.0008495914731923174,0.005177721831291251,0.0017259072722665826
Componente_Principal_104,0.0007907817107342499,,0.0026951442,0.000797909837383079,0.0042838357022487415,0.0014279452300863546
Componente_Principal_92,0.0021772098220721762,,0.0040961877,0.0007517952886239563,0.007025192761853512,0.002341730914063758
Componente_Principal_99,7.938638708669998e-05,,0.0051806364,0.0008903916537924026,0.006150414461725089,0.0020501381481703987
Componente_Principal_103,1.1786090664088814e-05,,0.0026969411,0.0007237457322612211,0.0034324729639644428,0.0011441576514525248
Componente_Principal_101,0.00024477020797460347,,0.0077306344,0.0009965055065960786,0.008971910131955545,0.0029906367022815993
Componente_Principal_102,0.0007738829559390443,,0.0026343025,0.0007602523120871745,0.004168437748172507,0.0013894792455019357
Componente_Principal_174,0.018044968122113404,,0.007701556,0.007754385050257847,0.033500909370670184,0.011166969758969076
Componente_Principal_107,0.0020202581045575593,,0.0014649146,0.0014538408729105068,0.004939013624399058,0.0016463378701918855
Componente_Principal_115,0.00047741898647827967,,0.0064163012,0.003942841886209257,0.010836562115694719,0.0036121873617883833
Componente_Principal_116,0.0009760447373175385,,0.002521033,0.0011011359326970956,0.004598213603160395,0.0015327378634302769
Componente_Principal_120,0.0008722953457462145,,0.0020259533,0.0008914362083041502,0.003789684815232077,0.0012632282682084792
Componente_Principal_277,0.00039010835159546554,,0.008856844,0.0010225672190110413,0.01026951972758702,0.0034231732329481662
Componente_Principal_121,0.003162345113748847,,0.0023784274,0.001758747615529272,0.007299520152814897,0.002433173377461622
Componente_Principal_122,0.0019575301169685666,,0.005951955,0.000980319843819128,0.008889804943962494,0.002963268306360515
Componente_Principal_138,0.005496626745806731,,0.0008588785,0.001512045203285433,0.007867550433087959,0.002622516803689371
Componente_Principal_141,0.0008124010091897857,,0.0016818406,0.0009924416780911236,0.0034866833165977757,0.0011622277689463942
Componente_Principal_142,3.214468591997342e-05,,0.0014910527,0.0010801884326786038,0.0026033857992474405,0.0008677952639870121
Componente_Principal_158,0.002068380923781993,,0.0046131997,0.0007715915542840264,0.007453172214988999,0.002484390731376308
Componente_Principal_159,0.0037808628446025006,,0.0010368858,0.001055391808211669,0.005873140429371197,0.0019577134709777813
Componente_Principal_170,0.0011412290017169284,,0.0017920953,0.0015471261859975002,0.004480450440027149,0.0014934834758290607
Componente_Principal_182,0.0030533604824426685,,0.0015481556,0.0013612531530688412,0.005962769195669703,0.0019875897263269987
Componente_Principal_187,0.004033472115576001,,0.007850502,0.0008854030519951609,0.012769376853905771,0.004256458939388868
Componente_Principal_193,0.0028826697557594876,,0.0014911896,0.0007090710926248702,0.005082930433451689,0.00169431013974183
Componente_Principal_198,0.006440810082327625,,0.013250993,0.001884621660364591,0.021576424376094566,0.007192141438568691
Componente_Principal_200,0.002434291234740732,,0.001798512,0.0005525727965084865,0.004785375979685717,0.0015951253220974396
Componente_Principal_209,0.0009548848808708371,,0.004116092,0.0010333023691020183,0.006104279127194917,0.0020347597033700494
Componente_Principal_203,0.00041394979706683104,,0.007711375,0.0004987182585227065,0.00862404318779264,0.0028746810545518366
Componente_Principal_206,0.0020788600795587178,,0.0019422998,0.001122950687836741,0.005144110539449415,0.0017147035083506614
Componente_Principal_208,9.98176662884078e-06,,0.01426272,0.0013562272831931866,0.015628929060996707,0.0052096430057513915
Componente_Principal_212,3.8280818641356255e-05,,0.004838533,0.0008059128453665852,0.005682726432197849,0.00189424213876431
Componente_Principal_205,0.003593104449205128,,0.0036759903,0.0004506246195541416,0.007719719341072626,0.002573239773155511
Componente_Principal_210,0.002008834553784531,,0.006188907,0.0005663973792433933,0.008764139127910556,0.0029213797011271078
Componente_Principal_207,0.004305546020669541,,0.0018689862,0.001055035471079083,0.0072295676671441725,0.0024098558823033088
Componente_Principal_211,2.9722499769265432e-05,,0.0063179964,0.0015275098484264066,0.007875228768161893,0.002625076248706853
Componente_Principal_213,0.0032277345074728844,,0.0021696591,0.0008420953774125206,0.006239489013298009,0.002079829665278271
Componente_Principal_218,0.0016802737061093476,,0.0034228559,0.0009808633515530725,0.006083992922872715,0.0020279976352815744
Componente_Principal_219,0.0002005318999721853,,0.0023666935,0.000500190128021416,0.0030674154855821548,0.001022471825665672
Componente_Principal_221,0.0028275461697029,,0.0,0.000970592014696765,0.003798138184399665,0.001266046057923122
Componente_Principal_220,0.0005475672497167144,,0.0052638114,0.0011439676010913252,0.006955346293809072,0.002318448758114107
Componente_Principal_230,0.0019476456259816363,,0.001039228,0.001166120017818912,0.004152993696632735,0.00138433122833642
Componente_Principal_238,1.0117338517620314e-05,,0.002118143,0.0006641833239450391,0.0027924436826604086,0.000930814558281622
Componente_Principal_239,0.0003319967549327808,,0.008837193,0.0009433331186181212,0.01011252312420703,0.0033708410319679715
Componente_Principal_253,0.0010066658058273989,,0.0038434674,0.0011886922369124852,0.006038825492509262,0.002012941825202562
Componente_Principal_255,0.010569074200456654,,0.013813919,0.0024360891850563845,0.02681908277327082,0.00893969423273636
Componente_Principal_265,0.0004661964931119605,,0.0025035683,0.0006359159991837012,0.003605680798860946,0.0012018935962564334
Componente_Principal_279,0.0014965035322562028,,0.0007903323,0.0006621197695319077,0.0029489556293849535,0.0009829852070437875
Componente_Principal_281,0.0068350438005904835,,0.0044134436,0.001284457543122736,0.012532944961235935,0.0041776483087195
