Variable,Importance_Selectkbest,Importance_ElasticNet,Importance_XGBoost,Importance_RandomForest,Suma_Importances,Total_imp
Economia_Pct_UPAs_entre_0_1_Ha,4.9552808952772007e-05,,0.006999726,0.0007216994022450917,0.007770978152766477,0.002590326043672307
Economia_Pct_UPAs_entre_1_3_Ha,0.0006749541550538477,,0.002977592,0.0010943093315094817,0.004746855425833826,0.00158228513751608
Economia_Pct_UPAs_entre_3_5_Ha,0.00017138289454673192,,0.0034410001,0.0009716475516045497,0.004584030570590879,0.0015280101859203366
Economia_Pct_UPAs_entre_5_10_Ha,3.0809857063488465e-09,,0.005501717,0.0010674698275000935,0.006569189771849781,0.0021897299178212704
Economia_Pct_valor_agregado_actividades_secundarias,0.0008579105449254577,,0.0051007494,0.0007435958830517565,0.006702255861017833,0.0022340852807531454
Economia_Primer_Cultivo_Transitorio,3.544254521877363e-05,,0.0033620668,0.0008818498347174262,0.004279359190886837,0.0014264530596365625
Economia_Primer_Cultivo_permanente,0.0020381083102642777,,0.004806427,0.000869589569371136,0.007714124699049314,0.0025713748924862936
Economia_Rendimiento_Maiz,0.0004223886745466438,,0.0005515825,0.0007563825184858058,0.001730353681729472,0.0005767845589621755
Economia_Suministro_eg_gas_agua,0.002217896553897119,,0.003647878,0.001762993964516128,0.007628768585981192,0.0025429228548765515
Economia_Transporte_almacenamiento_comunicaciones,0.0005799523480300338,,0.00242291,0.001185795009249315,0.004188657308116842,0.0013962190987978503
Economia_Valor_agregado_actividades_primarias,0.0020939872786092328,,0.00045601602,0.0005615939347957072,0.0031115972293648438,0.0010371990735520162
Economia_act_sociales_personales,8.50765353630263e-05,,0.0018625535,0.0013219313101041125,0.0032695613758398183,0.0010898537888963033
Economia_agr_gan_caza_pesca,0.003538032635311412,,0.0022858472,0.0011960280936615276,0.007019907936504272,0.0023399693056189415
Economia_com_rep_rest_hoteles,0.001930331610988204,,0.0009759377,0.001398240433480467,0.004304509743436426,0.0014348365771296283
Economia_construccion,0.00032218407177367196,,0.00089329144,0.0011047459909564817,0.0023202214979345997,0.0007734071638135738
Economia_est_financieros_seguros,0.0018908426313587604,,0.0014010994,0.0014754360452602384,0.004767378052999443,0.0015891260132188058
Economia_explot_minas_cant,6.444381101887075e-05,,0.0038145205,0.001124368433725879,0.005003332791911216,0.0016677775926359321
Economia_ind_manufacturera,0.0012552356759330339,,0.0011180645,0.0008375146301704321,0.0032108148148768524,0.001070271601963455
Educacion_cobertura_bruta_transicion,0.00010737070183839012,,0.0013894237,0.001189854226543767,0.002686648662890612,0.0008955495517903901
Educacion_cobertura_neta_transicion,3.237985035626532e-05,,0.0015341375,0.002273366603564446,0.003839883979516436,0.0012799613229230993
Educacion_tasa_desercion_oficial_basica_media,3.472145933785343e-05,,0.0017768635,0.0017754522491940435,0.003587037180136781,0.001195679056699105
Educacion_tasa_repitencia_oficial_basica_media,0.0005016053097104787,,0.0011380995,0.0013724504666197395,0.0030121552455746985,0.001004051745714741
Educacion_tasa_transito_educacion_superior,0.0007458434182543052,,0.002902973,0.001856990039358418,0.005505806435221166,0.0018352688066038045
Finanzas_%gasto_total_inversion,0.0006144290843886331,,0.001404642,0.0016241123214787692,0.0036431834169063614,0.001214394468903251
Finanzas_%ingresos_funcionamiento,0.0010287253626981492,,0.0015912615,0.002431324406784964,0.005051311245761418,0.0016837704105412386
Finanzas_%ingresos_recursos_propios,0.011878518362971739,,0.002123737,0.0013640463573441055,0.01536630172955802,0.005122100562183511
Finanzas_%ingresos_transferencias,0.006406315283204952,,0.0013569153,0.0019285250874296312,0.009691755708599476,0.003230585227158004
Finanzas_%inversion_recursos_propios,0.005992772185800666,,0.001637174,0.0015668600023857643,0.009196806237578773,0.0030656020706128608
Finanzas_agua,1.052362806404399e-05,,0.005134678,0.0011263467676782756,0.006271548375837467,0.0020905161194281806
Finanzas_componente_eficacia,0.0002310088845153336,,0.0024260865,0.0008366920787891002,0.0034937874226132967,0.0011645958042782734
Finanzas_componente_eficiencia,0.0013354743816032535,,0.0009067424,0.0008150833465906384,0.0030573001389281877,0.00101910004345712
Finanzas_componente_sin_medidas_SMSCE,0.0020232718287194803,,0.0041591367,0.0004600032434917226,0.006642411747509417,0.0022141372429728377
Finanzas_componente_transparencia,0.0006924263604946468,,0.0039169053,0.0013669061399931251,0.005976237762063947,0.0019920792484458476
Finanzas_credito_interno_externo,0.004838942964677024,,0.0012360457,0.0010783538312315038,0.007153342529002743,0.0023844475029939456
Finanzas_cultura,0.0003951340560163269,,0.0031837702,0.0009276271938706695,0.004506531476201661,0.001502177154529566
Finanzas_deporte,6.262332492209615e-05,,0.0014168721,0.0009253082740066225,0.0024048037380175282,0.0008016012437623064
Finanzas_indice_gestion_proyectos_regalias,0.001426681941226343,,0.003610043,0.0008318192946303098,0.005868544323830843,0.0019561814358019514
Finanzas_ingresos_no_tributarios,0.009000920010029138,,0.0031879684,0.0032292345502077683,0.015418122955887292,0.005139374304244922
Finanzas_ingresos_no_tributarios_per_capita,0.0013464480013246085,,0.0032455057,0.00160373743764928,0.006195691176114663,0.0020652303862580164
Finanzas_ingresos_per_capita_impuesto_predial,0.009525934839256588,,0.001933937,0.0015909681046212614,0.013050839904873046,0.004350279956115372
Finanzas_intereses_deuda_publica,0.006868036325225621,,0.0017543274,0.001049438343040666,0.009671802112625947,0.0032239340285187767
Finanzas_libre_inversion,0.0012933911482133759,,0.0027237427,0.0011768092315965668,0.00519394312190136,0.0017313143691214856
Finanzas_num_proyectos_terminados,0.0004818743162887726,,0.0045891833,0.00050268330092502,0.005573740873243875,0.0018579136192146623
Finanzas_num_total_proyectos,0.0010105082674048615,,0.0023773208,0.0003916143198858216,0.0037794433667781738,0.0012598144520667327
Finanzas_proposito_general,0.0015421182200760206,,0.0021035548,0.0011385507285263357,0.0047842237319913284,0.0015947412395337184
Finanzas_recursos_balance_variacion_depositos,0.005176172284750503,,0.0017031005,0.0013404338844048935,0.00821970668095962,0.0027399022193180514
Finanzas_regalias_per_capita,0.00010546661200084225,,0.0012225899,0.0013042393721738794,0.0026322958522955707,0.0008774319483094176
Finanzas_respaldo_deuda,0.000540720637273742,,0.0014314763,0.0015097068402539094,0.0034819038023243282,0.0011606345975263706
Finanzas_saldo_especificas,0.000905317744811361,,0.0011972782,0.0007119407663961877,0.002814536661564855,0.0009381788845624926
Finanzas_saldo_total,0.0019100733860463106,,0.008752078,0.0010378950276841246,0.011700046231647306,0.0039000153996336675
Finanzas_total_recursos_asignados_per_capita_SGR,0.004956080550089983,,0.008474539,0.0006818840986180291,0.014112503682776596,0.004704167881092754
Finanzas_transferencias_ingresos_corrientes,0.0016544035592638312,,0.0010754439,0.0016071213400398168,0.004336968827433619,0.001445656271765077
Finanzas_transferencias_nacionales_per_capita_SGP,0.0009688550829173247,,0.0022914528,0.0021713287611257277,0.0054316366821509955,0.0018105455556496103
Finanzas_valor_numero_total_proyectos,0.001955956622369672,,0.0015853976,0.000672025493462469,0.004213379752350023,0.0014044599135191796
Finanzas_valor_proyectos_terminados,0.0016266093159911592,,0.0014808392,0.0010090743894786076,0.004116522920688787,0.0013721743030557958
Mercado_Laboral_participacion_trabajadores_cotizantes_18_28_anos,0.002321703581370045,,0.0022039597,0.0016276742388242219,0.0061533375590299595,0.002051112513935962
Mercado_Laboral_participacion_trabajadores_cotizantes_29_40_anos,8.219237981949809e-06,,0.0012589928,0.0013790152894728163,0.0026462273502955757,0.0008820757809630886
Mercado_Laboral_participacion_trabajadores_cotizantes_41_50_anos,0.0034984043879994335,,0.0012789295,0.0015485300000274527,0.006325863916807168,0.0021086212997007414
Mercado_Laboral_participacion_trabajadores_cotizantes_51_59_anos,0.0007373978275322224,,0.0025072296,0.002501719000315771,0.005746346396284735,0.0019154487934005852
Mercado_Laboral_participacion_trabajadores_cotizantes_60_anos_mas,0.000338644786178865,,0.0023745808,0.0012002152823791417,0.003913440897030979,0.001304480295359323
Mercado_Laboral_participacion_trabajadores_cotizantes_sin_reporte_edad,0.0026165134558004495,,0.0033556095,0.0017369729976429835,0.007709095939322974,0.0025696986392488713
Mercado_Laboral_porcentaje_personas_ocupadas_formalmente_poblacion_total,0.006148248309297868,,0.0009649611,0.0010867960551589268,0.00820000543735247,0.002733335138134048
OT_Conflicto_otros,3.775474693887051e-05,,0.0036365197,0.0008887037530803323,0.004562978157467137,0.00152099271489873
OT_Conflicto_pantanosas,9.754541769132463e-05,,0.0024639196,0.000867767769182131,0.003429232763130923,0.001143077584511041
OT_Conflicto_sobreutilizacion,0.000997876308271795,,0.002367689,0.0008834808521031146,0.004249046201795727,0.0014163487299678063
OT_Conflicto_subutilizacion,0.0016866643681686076,,0.0017966738,0.0013414622290939212,0.00482480034776738,0.00160826677808788
OT_Estado_catastro_rural,0.011270810939127055,,0.07151605,0.023632159109272233,0.10641902193686517,0.035473007213005885
OT_Estado_catastro_urbano,0.013107445834638121,,0.027792519,0.010836587027741712,0.051736551820829195,0.017245517225342663
OT_Porcentaje_conflicto_otros,0.0003067101131578703,,0.0013601152,0.000763090944150608,0.0024299163032244276,0.0008099720988078445
OT_Porcentaje_conflicto_pantanosas,5.6033631503171143e-05,,0.0010031323,0.0007753934172539882,0.0018345593669036862,0.0006115197872563626
OT_Porcentaje_conflicto_sobreutilizacion,0.00020416571082167409,,0.00075233117,0.0010057655860787494,0.001962262462031605,0.0006540874855131963
OT_Porcentaje_conflicto_subutilizacion,0.0012431317329471307,,0.0054311603,0.0010379648253078697,0.0077122568890274,0.002570752289147398
OT_Porcentaje_sin_OSPR,0.0004199417537970661,,0.0010868588,0.00043649179292442106,0.0019432923464025545,0.0006477641136545441
OT_Porcentaje_uso_adecuado,0.001344306228569045,,0.0034635877,0.0010626595797268753,0.00587055353196831,0.001956851171845899
OT_Predial,1.967889123379042e-05,,0.0,4.4471801257192814e-10,1.967933595180299e-05,6.559778632241368e-06
OT_Predios_rurales,0.0028020341886542764,,0.001900184,0.0012493240399199428,0.005951542196820202,0.001983847393387639
OT_Recaudo_efectivo_predial,0.0005061614682786051,,0.0036795135,0.0011260291316283792,0.005311704065520111,0.0017705680168845386
Poblacion_PctPobMigranteInterna,0.003418904372676978,,0.0104574505,0.0040313872270074215,0.017907742123656912,0.005969247357845465
Poblacion_PctPobRegularPEP,0.0003998777352768982,,0.0028699965,0.001268149108204273,0.004538023318536985,0.0015126744352786275
Poblacion_PobEtnicaTotal,0.0006011885045707059,,0.0010234618,0.00046212047491119094,0.0020867707888637395,0.000695590261007749
Poblacion_PobIndigena,0.0001188691963019196,,0.002197372,0.0004887270863445428,0.0028049683112506127,0.000934989434466672
Poblacion_PobNegraAfrocolombiana,0.002731521074525364,,0.0052243914,0.000739695285456375,0.00869560771236702,0.0028985358960098647
Poblacion_PorcMigranteVenezuela,0.00187052435067159,,0.007207416,0.000991429991703219,0.010069370340356834,0.003356456770724832
Poblacion_PorcMujeres20-24,0.0019916432512108845,,0.0028515817,0.0005024491051230818,0.005345674022952552,0.0017818913359969938
Poblacion_Punt_SISBEN_MaxRuralDisperso,0.001634148308617919,,0.0028818608,0.0012293069871038814,0.005745316121886284,0.0019151053686020628
Poblacion_Punt_SISBEN_MinCabecera,0.0014995540580358376,,0.0015486709,0.0006686706575971818,0.0037168956464209402,0.001238965212006008
Poblacion_Punt_SISBEN_MinRuralDisperso,8.622412990231538e-06,,0.0021271429,0.0009526621383929429,0.0030884274072807204,0.001029475799545591
Poblacion_Punt_SISBEN_PromCabecera,0.0008714395869159795,,0.00048991974,0.0013668201026376591,0.0027281794270006916,0.0009093931397883377
salud_CobRegSubsidiado,0.00024335110231381028,,0.0015610142,0.0018758919863567133,0.003680257303201111,0.0012267524309669132
salud_CobVacDPT,0.0002603561211477851,,0.0012905312,0.001389352829637921,0.002940240197708616,0.000980080063159806
salud_CobVacPentavalente,0.0011103875349744946,,0.00077378546,0.0015639770875912964,0.00344815008377178,0.0011493833580403447
salud_CobVacTripleViral,9.62555599631313e-05,,0.0012838319,0.0016289781622340687,0.0030090656165949357,0.001003021869391036
salud_IncidTuberculosis,0.0003591536326068042,,0.0022592747,0.0010281735693748108,0.0036466019138140194,0.001215533967869281
salud_MujSumAnticoncep,0.0020620421123432476,,0.001978666,0.0014717234542052213,0.005512431622496011,0.0018374772023559056
salud_PorcNacVivosBajoPeso,4.771568877715076e-06,,0.00090301695,0.0018074291392614205,0.002715217653951987,0.0009050725487841953
salud_PorcNacVivosMadres1417,0.0007021624280916894,,0.001223271,0.001212262767044702,0.00313769620930525,0.0010458987335078026
salud_PorcNacVivosMadres1826,3.4123772971681394e-07,,0.00082603865,0.0015459901737643403,0.002372370064525049,0.000790790019295072
salud_PorcNacVivosMadresMen14,0.0017681375632769866,,0.0010174569,0.0008103116306572144,0.003595906068185567,0.001198635352707093
salud_TasaFecundidad,0.00030256538441746203,,0.0015347134,0.0010619118592395157,0.00289919067584978,0.0009663968892451573
salud_TasaFecundidad1014,0.0006423199386138598,,0.0016621341,0.0015488080912749815,0.003853262106357488,0.0012844206985243025
salud_TasaFecundidad1019,0.000517873754432691,,0.0019118221,0.0015415176185454304,0.003971213497362465,0.0013237378287492532
salud_TasaFecundidad1519,0.0006231000095672989,,0.0021648598,0.001272611832087148,0.004060571632009414,0.001353523873548204
salud_TasaMortTumorMalignoMama,0.00024787585964581774,,0.0016534962,0.0007926647661667546,0.002694036801816982,0.0008980122647589541
salud_TasaMortTumorMalignoProstata,6.266946530474114e-05,,0.00083753606,0.000814761493282985,0.0017149670216329894,0.0005716556722777027
salud_TasaMortalidad,2.627561006048205e-05,,0.000920494,0.0015223481764150154,0.002469117815308261,0.0008230392694658829
salud_TasaMortalidadInfantil1Anio,0.0032534696688105566,,0.001598397,0.001423494235263424,0.006275360941088346,0.00209178697450825
salud_TasaMortalidadInfantil5Anios,0.003052769235074906,,0.00084984396,0.001437436784782857,0.005340049976387857,0.0017800166538140092
salud_TasaMortalidadNeonatal,0.0029211374130749946,,0.0015126767,0.0013300640248152086,0.005763878148153098,0.0019212927106736835
salud_TasaNegligenciaAbandono,0.000607649816503557,,0.0006602092,0.0011124377919607194,0.0023802968265043854,0.000793432273280789
seguridad_CuartaMedidaCorrectiva,1.2960565588478881e-05,,0.004720189,0.0007698699792875172,0.005503019687848228,0.001834339890815425
seguridad_PrimeraMedidaCorrectiva,5.550811176726133e-05,,0.0062322123,0.0015629817436246859,0.007850702153010336,0.0026169007103458825
seguridad_ProporcionOtrasMedidasCorrectivas,0.0003593395798649154,,0.0066670664,0.0018239218405836186,0.008850327785928957,0.002950109253719499
seguridad_QuintaMedidaCorrectiva,1.2822106485535737e-05,,0.003227929,0.0010591870799161256,0.004299938072591718,0.001433312686852324
seguridad_SegundaMedidaCorrectiva,2.923254428800286e-05,,0.0036292078,0.0010482502344423632,0.004706690622644994,0.0015688968698239407
seguridad_TasaExtorsion,1.64543939350013e-05,,0.0015966683,0.0013103745779563982,0.0029234972413766346,0.0009744990777314323
seguridad_TasaHomicidiosAccidentesTransito,1.6342307835959472e-05,,0.0046048947,0.000840682016781808,0.005461918992481614,0.0018206396590648983
seguridad_TasaLesionesAccidentesTransito,0.0008103197278605202,,0.004969886,0.000886176089415936,0.0066663818557288436,0.002222127279023617
seguridad_TasaViolenciaInterpersonal,0.002343354817528997,,0.0024675443,0.0011454803160211966,0.005956379417268063,0.00198545980019908
seguridad_TasaViolenciaIntrafamiliar,0.0016014341005002443,,0.0020981925,0.0006947539626314213,0.004394380523966645,0.0014647935038891908
seguridad_TerceraMedidaCorrectiva,2.434606067350989e-05,,0.0075640767,0.002129673768919574,0.009718096517733716,0.003239365496844843
vivienda_servicios_publicos_CoberturaAcueductoCenso,0.0019558101039146734,,0.008390459,0.0013569160737908162,0.01170318540973779,0.0039010617923275668
vivienda_servicios_publicos_CoberturaAcueductoREC,0.0004964920884705737,,0.0021164028,0.0010969591535207606,0.0037098540859584143,0.0012366180251917355
vivienda_servicios_publicos_CoberturaAcueductoRuralCenso,6.518214545572605e-06,,0.0033076357,0.0011858492201014077,0.004500003097724216,0.0015000010283765081
vivienda_servicios_publicos_CoberturaAcueductoRuralREC,0.00032651241523846215,,0.0013154736,0.0010316212653229777,0.0026736072594317362,0.0008912024173162651
vivienda_servicios_publicos_CoberturaAcueductoUrbanaCenso,0.0003372623772173818,,0.005214634,0.0005929073176504272,0.006144803580638845,0.0020482678544802187
vivienda_servicios_publicos_CoberturaAlcantarilladoCenso,0.007088984225355223,,0.0032059287,0.001368562814974985,0.011663475759001412,0.003887825242119154
vivienda_servicios_publicos_CoberturaAlcantarilladoREC,0.0026077008097501863,,0.0023107964,0.0014282162574780417,0.006346713475210935,0.002115571152482546
vivienda_servicios_publicos_CoberturaAlcantarilladoRuralCenso,0.0010423186412657386,,0.0020792887,0.0005699624503361383,0.003691569799647956,0.0012305232631053076
vivienda_servicios_publicos_CoberturaAlcantarilladoRuralREC,2.4679069893350387e-05,,0.0027322217,0.0008500274942873453,0.0036069282998220558,0.001202309429908973
vivienda_servicios_publicos_CoberturaAlcantarilladoUrbanaCenso,7.643761947561001e-07,,0.003653443,0.0010900156983111478,0.00474422302728782,0.0015814076713365338
vivienda_servicios_publicos_CoberturaAlcantarilladoUrbanaREC,5.98995878541606e-05,,0.0010288581,0.0007100287434951495,0.0017987864565591183,0.0005995954838415473
vivienda_servicios_publicos_CoberturaAseoCenso,0.004838352900201085,,0.01022315,0.0017700690444968396,0.016831572197993822,0.005610524050295103
vivienda_servicios_publicos_CoberturaAseoREC,0.0012520685461150018,,0.001060452,0.0009443120765630854,0.0032568325856631854,0.0010856108588493008
vivienda_servicios_publicos_CoberturaAseoRuralCenso,0.002973124196442371,,0.0005805782,0.0006961611197034395,0.00424986354367325,0.0014166211772595513
vivienda_servicios_publicos_CoberturaAseoRuralREC,0.00018097727683139502,,0.0021572553,0.0007714057525295307,0.003109638338063514,0.0010365461097867337
vivienda_servicios_publicos_CoberturaAseoUrbanaCenso,4.4500213893964414e-05,,0.0009785121,0.0008366401156181363,0.0018596524369067363,0.0006198841439006357
vivienda_servicios_publicos_CoberturaEnergiaElectricaRural,0.00012043505315153354,,0.0009223423,0.0009506976869527564,0.001993475036794039,0.0006644916770715548
vivienda_servicios_publicos_CoberturaGasNaturalRuralCenso,0.0008927335465532387,,0.0025710736,0.0005217226533927289,0.00398552979351775,0.0013285099274543252
vivienda_servicios_publicos_CoberturaInternetRuralCenso,0.004605749045547363,,0.008519514,0.0009276698481095435,0.014052933357498822,0.004684311106055738
vivienda_servicios_publicos_DeficitCualitativoViviendaCenso,0.005863624324339787,,0.008037914,0.0019753401294834963,0.015876878044492917,0.005292292666685473
vivienda_servicios_publicos_DeficitCuantitativoViviendaCenso,1.3318913307454767e-05,,0.008805573,0.0009788422366406211,0.009797734136550858,0.0032659113697095935
vivienda_servicios_publicos_PenetracionBandaAncha,0.01621948060818617,,0.001498673,0.0011762293201198956,0.018894382923091077,0.006298127623403044
Componente_Principal_1,8.015191920795118e-05,,0.0013062217,0.0013696020582685332,0.0027559756814752286,0.0009186585579205844
Componente_Principal_7,0.0005829295493778663,,0.008692476,0.0006332575141587459,0.009908663030645814,0.0033028876676377554
