Id_Municipio_Dane,Nombre_Municipio,Id_Departamento_Dane,Nombre_Departamento,Predial_Eje_X,Predial_Eje_Y,Categoria_Potencial
81220,Cravo Norte,81,Arauca,-1.0,-0.9585547290116897,Estaticos
13440,Margarita,13,Bolívar,-0.9939516129032258,-0.953241232731137,Estaticos
5234,Dabeiba,5,Antioquia,-0.9909274193548387,-0.5377258235919236,Estaticos
94001,Inírida,94,Guainía,-0.9879032258064516,-0.3294367693942615,Estaticos
41357,Iquira,41,Huila,-0.9788306451612904,-0.7481402763018066,Estaticos
13580,Regidor,13,Bolívar,-0.969758064516129,-0.8575982996811902,Estaticos
47170,Chibolo,47,Magdalena,-0.966733870967742,-0.7332624867162594,Estaticos
73236,Dolores,73,Tolima,-0.9657258064516129,-0.7236981934112646,Estaticos
52612,Ricaurte,52,Nariño,-0.9627016129032258,-0.3475026567481403,Estaticos
23678,San Carlos,23,Córdoba,-0.9596774193548387,-0.6036131774707758,Estaticos
47053,Aracataca,47,Magdalena,-0.9566532258064516,-0.48034006376195537,Estaticos
19397,La Vega,19,Cauca,-0.9536290322580645,-0.9117959617428267,Estaticos
13248,El Guamo,13,Bolívar,-0.9506048387096774,-0.8767268862911796,Estaticos
19364,Jambaló,19,Cauca,-0.9445564516129032,-0.5058448459086078,Estaticos
52352,Iles,52,Nariño,-0.938508064516129,-0.8788522848034006,Estaticos
19585,Puracé,19,Cauca,-0.935483870967742,-0.8374070138150903,Estaticos
15673,San Mateo,15,Boyacá,-0.9344758064516129,-0.8214665249734325,Estaticos
19743,Silvia,19,Cauca,-0.9334677419354839,-0.3007438894792773,Estaticos
54051,Arboledas,54,Norte de Santander,-0.9324596774193549,-0.824654622741764,Estaticos
15368,Jericó,15,Boyacá,-0.9294354838709677,-0.9489904357066951,Estaticos
52207,Consaca,52,Nariño,-0.9284274193548387,-0.8512221041445271,Estaticos
15755,Socotá,15,Boyacá,-0.9254032258064516,-0.8671625929861849,Estaticos
13300,Hatillo de Loba,13,Bolívar,-0.9223790322580645,-0.9776833156216791,Estaticos
54245,El Carmen,54,Norte de Santander,-0.9213709677419355,-0.7630180658873539,Estaticos
47258,El Piñon,47,Magdalena,-0.9183467741935484,-0.7715196599362381,Estaticos
95200,Miraflores,95,Guaviare,-0.9153225806451613,-0.5345377258235919,Estaticos
15218,Covarachía,15,Boyacá,-0.9143145161290323,-0.9681190223166843,Estaticos
85015,Chameza,85,Casanare,-0.9133064516129032,-0.9426142401700319,Estaticos
47318,Guamal,47,Magdalena,-0.9122983870967742,-0.8416578108395324,Estaticos
52215,Córdoba,52,Nariño,-0.9092741935483871,-0.9383634431455898,Estaticos
52685,San Bernardo,52,Nariño,-0.908266129032258,-0.9617428267800212,Estaticos
25805,Tibacuy,25,Cundinamarca,-0.905241935483871,-0.42826780021253985,Estaticos
52323,Gualmatán,52,Nariño,-0.9022177419354839,-0.7364505844845909,Estaticos
47189,Ciénaga,47,Magdalena,-0.8991935483870968,-0.08076514346439956,Estaticos
8421,Luruaco,8,Atlántico,-0.8981854838709677,-0.5557917109458024,Estaticos
15317,Guacamayas,15,Boyacá,-0.8951612903225806,-0.895855472901169,Estaticos
