Id_Municipio_Dane,Nombre_Municipio,Id_Departamento_Dane,Nombre_Departamento,Predial_Eje_X,Predial_Eje_Y,Categoria_Potencial
73067,Ataco,73,Tolima,0.09009900990099018,-0.5237633365664404,Emergentes
63594,Quimbaya,63,Quindío,0.09108910891089117,0.148399612027158,Grandes Creciendo
66045,Apía,66,Risaralda,0.09207920792079216,-0.4180407371483996,Emergentes
73585,Purificación,73,Tolima,0.09306930693069315,-0.027158098933074637,Emergentes
19845,Villa Rica,19,Cauca,0.09603960396039612,-0.24345295829291946,Emergentes
76869,Vijes,76,Valle del Cauca,0.0990099009900991,-0.3288069835111542,Emergentes
15580,Quípama,15,Boyacá,0.10000000000000009,-0.9117361784675073,Emergentes
54099,Bochalema,54,Norte de Santander,0.10297029702970306,-0.565470417070805,Emergentes
8078,Baranoa,8,Atlántico,0.10594059405940603,-0.10766246362754606,Emergentes
68820,Tona,68,Santander,0.10693069306930703,-0.460717749757517,Emergentes
5134,Campamento,5,Antioquia,0.10792079207920802,-0.6828322017458778,Emergentes
70233,El Roble,70,Sucre,0.11089108910891099,-0.8729388942774006,Emergentes
25001,Agua de Dios,25,Cundinamarca,0.11188118811881198,-0.2124151309408342,Emergentes
20060,Bosconia,20,Cesar,0.11287128712871297,-0.34432589718719686,Emergentes
5656,San Jerónimo,5,Antioquia,0.11584158415841594,0.13385063045586798,Grandes Creciendo
50251,El Castillo,50,Meta,0.11683168316831694,-0.3385063045586809,Emergentes
20517,Pailitas,20,Cesar,0.11980198019801991,-0.46750727449078566,Emergentes
25245,El Colegio,25,Cundinamarca,0.1207920792079209,0.12221144519883609,Grandes Creciendo
13244,El Carmen de Bolívar,13,Bolívar,0.12376237623762387,-0.492725509214355,Emergentes
5079,Barbosa,5,Antioquia,0.12475247524752486,0.23666343355965092,Grandes Creciendo
73622,Roncesvalles,73,Tolima,0.12574257425742563,-0.6673132880698351,Emergentes
27491,Nóvita,27,Chocó,0.12673267326732662,-0.9893307468477207,Emergentes
81794,Tame,81,Arauca,0.12772277227722761,-0.2133850630455868,Emergentes
50318,Guamal,50,Meta,0.1306930693069306,-0.19786614936954416,Emergentes
76246,El Cairo,76,Valle del Cauca,0.13663366336633653,-0.5897187196896218,Emergentes
50150,Castilla La Nueva,50,Meta,0.1396039603960395,-0.15033947623666344,Emergentes
5150,Carolina,5,Antioquia,0.1405940594059405,-0.5198836081474296,Emergentes
76041,Ansermanuevo,76,Valle del Cauca,0.1415841584158415,-0.1804073714839961,Emergentes
25483,Nariño,25,Cundinamarca,0.14257425742574248,-0.6062075654704171,Emergentes
85230,Orocué,85,Casanare,0.14356435643564347,-0.20756547041707085,Emergentes
17013,Aguadas,17,Caldas,0.14455445544554446,-0.23084384093113486,Emergentes
76736,Sevilla,76,Valle del Cauca,0.14554455445544545,0.036857419980601325,Grandes Creciendo
27450,Medio San Juan,27,Chocó,0.14653465346534644,-0.9660523763336566,Emergentes
17877,Viterbo,17,Caldas,0.14950495049504942,-0.23957322987390883,Emergentes
19573,Puerto Tejada,19,Cauca,0.1524752475247524,0.012609117361784605,Grandes Creciendo
5138,Cañasgordas,5,Antioquia,0.15346534653465338,-0.5635305528612997,Emergentes
15380,La Capilla,15,Boyacá,0.15445544554455437,-0.6799224054316197,Emergentes
25322,Guasca,25,Cundinamarca,0.15742574257425734,0.13967022308438404,Grandes Creciendo
70230,Chalán,70,Sucre,0.15841584158415833,-0.9612027158098932,Emergentes
44378,Hatonuevo,44,La Guajira,0.1613861386138613,-0.3482056256062076,Emergentes
17486,Neira,17,Caldas,0.16435643564356428,-0.11930164888457806,Emergentes
70221,Coveñas,70,Sucre,0.16534653465346527,0.09117361784675082,Grandes Creciendo
13001,Cartagena,13,Bolívar,0.16633663366336626,0.889427740058196,Grandes Creciendo
68132,California,68,Santander,0.16732673267326725,-0.8137730358874878,Emergentes
68160,Cepitá,68,Santander,0.16831683168316824,-0.9059165858389913,Emergentes
47745,Sitionuevo,47,Magdalena,0.17128712871287122,-0.5324927255092143,Emergentes
5051,Arboletes,5,Antioquia,0.1742574257425742,-0.30746847720659554,Emergentes
25293,Gachala,25,Cundinamarca,0.17722772277227716,-0.6702230843840931,Emergentes
5390,La Pintada,5,Antioquia,0.17821782178217815,0.030067895247332777,Grandes Creciendo
25297,Gachetá,25,Cundinamarca,0.17920792079207915,-0.2706110572259942,Emergentes
54874,Villa del Rosario,54,Norte de Santander,0.18217821782178212,0.19301648884578082,Grandes Creciendo
68689,San Vicente de Chucurí,68,Santander,0.1831683168316831,0.031037827352085268,Grandes Creciendo
18785,Solita,18,Caquetá,0.18613861386138608,-0.7177497575169738,Emergentes
15367,Jenesano,15,Boyacá,0.18910891089108905,-0.47526673132880703,Emergentes
70001,Sincelejo,70,Sucre,0.19009900990099005,0.49078564500484956,Grandes Creciendo
8001,Barranquilla,8,Atlántico,0.19108910891089104,0.91270611057226,Grandes Creciendo
85250,Paz de Ariporo,85,Casanare,0.19207920792079203,-0.18234723569350142,Emergentes
15533,Paya,15,Boyacá,0.195049504950495,-0.9786614936954413,Emergentes
68077,Barbosa,68,Santander,0.196039603960396,-0.13288069835111538,Emergentes
73671,Saldaña,73,Tolima,0.19702970297029698,-0.25509214354995147,Emergentes
68444,Matanza,68,Santander,0.19801980198019797,-0.6741028128031038,Emergentes
27810,Unión Panamericana,27,Chocó,0.20099009900990095,-0.9990300678952473,Emergentes
15187,Chivatá,15,Boyacá,0.20198019801980194,-0.6915615906886519,Emergentes
5642,Salgar,5,Antioquia,0.20297029702970293,-0.28709990300678956,Emergentes
15516,Paipa,15,Boyacá,0.20396039603960392,0.17264791464597473,Grandes Creciendo
52390,La Tola,52,Nariño,0.2049504950495049,-0.8302618816682832,Emergentes
76243,El Águila,76,Valle del Cauca,0.20792079207920788,-0.49078564500484967,Emergentes
76001,Cali,76,Valle del Cauca,0.21089108910891086,0.9418040737148399,Grandes Creciendo
19256,El Tambo,19,Cauca,0.21386138613861383,-0.4267701260911736,Emergentes
76130,Candelaria,76,Valle del Cauca,0.21485148514851482,0.44131910766246363,Grandes Creciendo
25594,Quetame,25,Cundinamarca,0.2158415841584158,-0.7769156159068865,Emergentes
13744,Simití,13,Bolívar,0.21881188118811878,-0.5838991270611058,Emergentes
70418,Los Palmitos,70,Sucre,0.21980198019801978,-0.6566440349175557,Emergentes
63111,Buenavista,63,Quindío,0.22079207920792077,-0.4364694471387003,Emergentes
44090,Dibulla,44,La Guajira,0.22178217821782176,-0.18331716779825413,Emergentes
44855,Urumita,44,La Guajira,0.22277227722772275,-0.88360814742968,Emergentes
76563,Pradera,76,Valle del Cauca,0.22376237623762374,0.1813773035887487,Grandes Creciendo
86001,Mocoa,86,Putumayo,0.22475247524752473,-0.14161008729388946,Emergentes
25394,La Palma,25,Cundinamarca,0.22574257425742572,-0.4917555771096024,Emergentes
68264,Encino,68,Santander,0.2287128712871287,-0.6576139670223085,Emergentes
5665,San Pedro de Uraba,5,Antioquia,0.22970297029702968,-0.2929194956353055,Emergentes
15798,Tenza,15,Boyacá,0.23069306930693068,-0.5334626576139669,Emergentes
73275,Flandes,73,Tolima,0.23168316831683167,0.2483026188166828,Grandes Creciendo
76828,Trujillo,76,Valle del Cauca,0.23267326732673266,-0.24442289039767218,Emergentes
5030,Amagá,5,Antioquia,0.23564356435643563,-0.04558680892337541,Emergentes
47268,El Retén,47,Magdalena,0.2386138613861386,-0.469447138700291,Emergentes
5847,Urrao,5,Antioquia,0.24158415841584158,-0.09893307468477208,Emergentes
15223,Cubará,15,Boyacá,0.24257425742574257,-0.40931134820562565,Emergentes
18479,Morelia,18,Caquetá,0.24356435643564356,-0.49854510184287104,Emergentes
23660,Sahagún,23,Córdoba,0.24455445544554455,0.09408341416100874,Grandes Creciendo
66001,Pereira,66,Risaralda,0.24752475247524752,0.837051406401552,Grandes Creciendo
27160,Cértegui,27,Chocó,0.2504950495049505,-0.9582929194956353,Emergentes
13442,María La Baja,13,Bolívar,0.2514851485148515,-0.4849660523763336,Emergentes
68682,San Joaquín,68,Santander,0.25445544554455446,-0.8535402521823472,Emergentes
8137,Campo de la Cruz,8,Atlántico,0.25742574257425743,-0.8923375363724539,Emergentes
68001,Bucaramanga,68,Santander,0.2584158415841584,0.860329776915616,Grandes Creciendo
41298,Garzón,41,Huila,0.2594059405940594,-0.0785645004849661,Emergentes
8549,Piojó,8,Atlántico,0.2603960396039604,-0.6760426770126091,Emergentes
15362,Iza,15,Boyacá,0.2613861386138614,-0.6362754607177498,Emergentes
19780,Suárez,19,Cauca,0.2623762376237624,-0.41028128031037825,Emergentes
13673,Santa Catalina,13,Bolívar,0.26534653465346536,-0.33268671193016486,Emergentes
5031,Amalfi,5,Antioquia,0.26831683168316833,-0.15421920465567407,Emergentes
52250,El Charco,52,Nariño,0.2693069306930693,-0.9456838021338506,Emergentes
15804,Tibaná,15,Boyacá,0.2702970297029703,-0.3579049466537343,Emergentes
15861,Ventaquemada,15,Boyacá,0.2732673267326733,-0.23375363724539278,Emergentes
25019,Albán,25,Cundinamarca,0.2742574257425743,-0.3811833171677983,Emergentes
66170,Dosquebradas,66,Risaralda,0.27524752475247527,0.48787584869059164,Grandes Creciendo
41001,Neiva,41,Huila,0.27623762376237626,0.6013579049466538,Grandes Creciendo
68121,Cabrera,68,Santander,0.27920792079207923,-0.6886517943743937,Emergentes
15514,Páez,15,Boyacá,0.2821782178217822,-0.7342386032977691,Emergentes
5306,Giraldo,5,Antioquia,0.2831683168316832,-0.7051406401551892,Emergentes
20310,González,20,Cesar,0.2841584158415842,-0.9379243452958292,Emergentes
5353,Hispania,5,Antioquia,0.2851485148514852,-0.43549951503394757,Emergentes
68686,San Miguel,68,Santander,0.28613861386138617,-0.8496605237633366,Emergentes
25899,Zipaquirá,25,Cundinamarca,0.28712871287128716,0.47623666343355975,Grandes Creciendo
52019,Albán,52,Nariño,0.28811881188118815,-0.8079534432589719,Emergentes
17777,Supía,17,Caldas,0.28910891089108914,-0.27546071774975756,Emergentes
68522,Palmar,68,Santander,0.29009900990099013,-0.7875848690591658,Emergentes
5360,Itagui,5,Antioquia,0.2910891089108911,0.7381183317167799,Grandes Creciendo
5873,Vigía del Fuerte,5,Antioquia,0.2920792079207921,-0.26382153249272555,Emergentes
25489,Nimaima,25,Cundinamarca,0.2950495049504951,-0.623666343355965,Emergentes
5411,Liborina,5,Antioquia,0.29801980198019806,-0.481086323957323,Emergentes
13780,Talaigua Nuevo,13,Bolívar,0.29900990099009905,-0.9165858389912707,Emergentes
47555,Plato,47,Magdalena,0.301980198019802,-0.28516003879728424,Emergentes
66682,Santa Rosa de Cabal,66,Risaralda,0.302970297029703,0.31910766246362754,Grandes Creciendo
